iata,name,city,state,country,latitude,longitude
,Walkersville Turnaround,Frederick,,USA,39.4449,-77.4012
MZJ,Pinal Airpark,Marana,,USA,32.509722,-111.325278
GEU,Glendale Municipal Airport,Glendale,,USA,33.5269167,-112.2951389
SAD,Safford Regional Airport,Safford,,USA,32.8533333,-109.6350833
,Fort Lauderdale-Hollywood International Airport Station at Dania Beach,Dania Beach,,USA,26.061933,-80.16565
,Deerfield Beach Station,Deerfield Beach,,USA,26.316944,-80.122222
SIK,Sikeston Memorial Municipal,Sikeston,,USA,36.8988889,-89.56175
L52,Oceano County Airport,Oceano,,USA,35.10147222,-120.6223611
GFL,Floyd Bennett Memorial Airport,Queensbury,,USA,43.341222,-73.610305
5B2,Saratoga County Airport,Ballston Spa,,USA,43.050722,-73.861638
K27,Burrello-Mechanicville Airport,Mechanicville,,USA,42.893133,-73.66845
CGC,Crystal River,Crystal River,,USA,28.8676111,-82.5741111
MTN,Martin State,Baltimore,,USA,39.3256667,-76.4137778
LHM,Lincoln Regional Airport Karl Harder Field,Lincoln,,USA,38.9091667,-121.3513333
FZI,Fostoria Metropolitan Airport,Fostoria,,USA,41.1908333,-83.3930833
IZG,Eastern Slopes Regional,Fryeburg,,USA,43.9911389,-70.9478889
,Coral Creek,Placida,,USA,26.8537417,-82.2526028
NEW,Lakefront,New Orleans,,USA,30.0424167,-90.02825
COE,Pappy Boyington,Coeur d'Alene,,USA,47.7743056,-116.8195833
BMT,Beaumont Municipal,Beaumont,,USA,30.0702044,-94.2150967
DNV,Vermilion Regional,Danville,,USA,40.1996944,-87.5955278
,Dearborn Amtrak Station,Dearborn,,USA,42.312222,-83.198611
COI,Merritt Island Airport,Cocoa,,USA,28.3416111,-80.6854722
X59,Valkaria Municipal,Valkaria,,USA,27.9608611,-80.5583333
TIX,Space Coast Reg'l Airport,Titusville,,USA,28.5148,-80.7992278
X26,Sebastian Municipal,Sebastian,,USA,27.81325,-80.4955833
1H2,Effingham Memorial Airport,Effingham,,USA,39.07,-88.534
AAP,Andrau Airport,Houston,,USA,29.43,-95.35
FCM,Flying Cloud Airport,Eden Prairie,,USA,44.4938,-93.2726
OJC,Johnson County Airport,Olathe,,USA,38.5051,-94.4415
,Marshall Aiport,Marshall,,USA,44.4469,95.7883
X04,Apopka,Orlando,,USA,28.707222,-81.581667
OQN,Brandywine Airport,West Goshen Township,,USA,39.5924,-75.3455
MNZ,Manassas,Manassas,,USA,38.721389,-77.515556
,Texas Gulf Coast Regional,Angleton,,USA,29.1086389,-95.4620833
,Johnstown Amtrak,Johnstown,,USA,40.3297222,-78.9222222
,Harvey Field S43,Snohomish WA,,USA,47.904451,-122.102529
UT3,Hite Airport,Hanksville,,USA,37.8916547,-110.3840289
,Santa Barbara Train Station,Santa Barbara,,USA,34.413611,-119.691667
,Eugene Amtrak Station,Eugene,,USA,44.055062,-123.092372
2H0,Shelby County Airport,Shelbyville,,USA,39.410556,-88.845556
,Illinois Terminal,Champaign,,USA,40.1155,-88.2411
,Mattoon Amtrak,Mattoon,,USA,39.4828,-88.3759
1G4,Grand Canyon West Airport,Peach Springs,,USA,35.899904,-113.815674
,Boston North Station,Boston,,USA,42.366235,-71.061122
,Rockport Station,Rockport,,USA,42.6558328,-70.6266667
,Salem Station,Salem,,USA,42.5249995,-70.8958333
,Salem Ferry Dock,Salem,,USA,42.522421,-70.881607
,Long Wharf,Boston,,USA,42.36024,-71.048105
,Joliet Union Station,Joliet,,USA,41.5244,-88.0795
,Laraway Road,New Lenox,,USA,41.485,-87.9596
,Lasalle Station,Chicago,,USA,41.875,-87.632
,Norfolk Station,Norfolk,,USA,36.843233,-76.275952
,Gloucester Station,Gloucester,,USA,42.61666667,-70.66833333
,Johnstown Amtrak,Johnstown,,USA,40.3296,-78.9219
,Enumclaw Airport,Enumclaw,,USA,47.1956569,-122.0220561
9G1,Rock Airport,Tarentum,,USA,40.6035463,-79.8261189
,Grand Central Terminal,New York,,USA,40.752726,-73.977229
,Tremont,New York,,USA,40.847301,-73.89955
2B2,Plum Island Airport,Newburyport,,USA,42.7953611,-70.8394444
,Brooks Camp,Brooks Camp,,USA,58.556539,-155.777311
LKK,Kulik Lake Airport,Kulik Lake,,USA,58.96591,-155.108089
PTA,Port Alsworth Airport,Port alsworth,,USA,60.208281,-154.306586
FDW,Fairfield County Airport,Winnsboro,,USA,34.315472,-81.108806
DAW,Skyhaven Airport,Rochester,,USA,43.2840556,-70.9292778
PRL,Port Oceanic Airport,Port Oceanic,,USA,60.2083333,-147.8194444
EWK,Newton City-County Airport,Newton,,USA,38.0570785,-97.2752278
TZR,Bolton Field,Columbus,,USA,39.901111,-83.136944
W04,Ocean Shores Municipal,Ocean Shores,,USA,46.5995,-124.0854
55S,Packwood,Packwood,,USA,46.3625,-121.4067
FBR,Fort Bridger,Fort Bridger,,USA,41.236,-110.2436
S40,Prosser,Prosser,,USA,46.128,-119.4773
CLS,Chehalis-Centralia,Chehalis,,USA,46.4062,-122.5897
M94,Desert Aire,Mattawa,,USA,46.4124,-119.5518
S30,Lebanon State,Lebanon,,USA,44.3179,-122.5577
EVW,Evanston-Uinta CO Burns Fld,Evanston,,USA,41.1649,-111.0208
K83,Sabetha Municipal,Sabetha,,USA,39.5425,-95.4677
LRO,Mount Pleasant Regional-Faison Field,Mount Pleasant,,USA,32.5387,-79.4697
ACJ,Jimmy Carter Regional,Americus,,USA,32.0665,-84.1133
EUF,Weedon Field,Eufala,,USA,31.5708,-85.0774
6J4,Saluda County,Saluda,,USA,33.5561,-81.4768
MQI,Dare County Regional,Manteo,,USA,35.5514,-75.4173
AUO,Auburn University Regional,Auburn,,USA,32.3691,-85.2604
CZG,Tri-Cities,Endicott,,USA,42.0471,-76.0578
,Kendal Glider Port,Kendall,,USA,25.603889,-80.585556
EKY,Bessemer,Bessemer,,USA,33.1876,-86.5558
A50,Colorado Springs East,Ellicott,,USA,38.87,-104.41
,Buffalo-Depew Station,Depew,,USA,42.9074,-78.7266
,South Bend Station,South Bend,,USA,41.678,-86.2876
,Carroll Avenue NICTD Station,Michigan City,,USA,41.7133,-86.8677
,Chicago Millennium Station,Chicago,,USA,41.8837,-87.623
,St. Louis Gateway Transportation Center,St. Louis,,USA,38.6239,-90.2039
,Kansas City Union Station,Kansas City,,USA,39.0865,-94.586
,Alvarado Transportation Center,Albuquerque,,USA,35.0826,-106.6474
,San Francisco 4th and King St. Station,San Francisco,,USA,37.7763884,-122.3944444
,Oakland Jack London Square Station,Oakland,,USA,37.7935,-122.2719
,Downtown Mountain View Station,Mountain View,,USA,37.3943934,-122.075872
,San Mateo Station,San Mateo,,USA,37.5683328,-122.3241667
,Sunnyvale Station,Sunnyvale,,USA,37.3786106,-122.0308333
,Millbrae Intermodal Terminal,San Mateo,,USA,37.6002772,-122.3866667
,Cleveland Greyhound Station,Cleveland,,USA,41.5034,-81.6822
MIC,Crystal Airport,Crystal,,USA,45.0343,-93.2114
23M,Clarke CO,Quitman,,USA,32.0517,-88.4434
DBN,W H Barron Field,Dublin,,USA,32.3388,-82.591
,Port Authority,New York,,USA,40.756667,-73.991111
,Bus Terminal,Allentown,,USA,40.605604,-75.462384
,Binghamton Bus Terminal,Binghamton,,USA,42.101438,-75.910431
,William F. Walsh Regional Transportation Center,Syracuse,,USA,43.0767,-76.1691
UCA,Union Station,Utica,,USA,43.104167,-75.223333
,Clinton Bus Stop,Clinton,,USA,43.048889,-75.380278
,Susquehanna Trailways Terminal,Williamsport,,USA,41.239395,-77.000245
,Martz Trailways Bus Terminal,Wilkes-Barre,,USA,41.243958,-75.882365
,Hazelton Bus Station,Hazelton,,USA,40.954055,-75.976102
,Lewisburg Bus Stop,Lewisburg,,USA,40.963889,-76.888056
,Madison NJT Station,Madison,,USA,40.757028,-74.415194
,Maplewood NJT Station,Maplewood,,USA,40.731111,-74.275556
,Harrisburg Transportation Center,Harrisburg,,USA,40.26223,-76.878709
,Metro-North Station,Poughkeepsie,,USA,41.706516,-73.937774
,Port Everglades,Fort Lauderdale,,USA,26.087679,-80.115942
,Summit NJT Station,Summit,,USA,40.716556,-74.35775
CVO,Corvallis Muni,Corvallis,,USA,44.5067,-123.2915
,Martz Trailways,Scranton,,USA,41.410253,-75.670297
,New Brunswick Station,New Brunswick,,USA,40.496432,-74.446447
,Trenton Transit Center,Trenton,,USA,40.218839,-74.754279
,Holmesburg Jct Station,Philadelphia,,USA,40.032679,-75.023718
,White Plains,White Plains,,USA,41.032549,-73.775069
,Southeast,Southeast,,USA,41.413179,-73.623551
,B Street Cruise Terminal,San Diego,,USA,32.716861,-117.174296
,Ferry Terminal,Anacortes,,USA,48.50728,-122.677596
,Ferry Dock,Friday Harbor,,USA,48.535673,-123.014044
,Morristown Station,Morristown,,USA,40.796957,-74.473834
,Port of Seattle,Seattle,,USA,47.609178,-122.350605
,Ferry Terminal,Whittier,,USA,60.776566,-148.683367
,Ferry Terminal,Valdez,,USA,61.123976,-146.365309
,Ferry Dock,Bainbridge Island,,USA,47.622237,-122.509362
CWT,Chatsworth Station,Chatsworth,,USA,34.256944,-118.598889
DHB,Deer Harbor Seaplane,Deer Harbor,,USA,48.618397,-123.00596
OLT,San Diego Old Town Transit Center,San Diego,,USA,32.7552,-117.1995
SJU,Luis Munoz Marin Intl,San Juan,,USA,18.439417,-66.001833
STT,Cyril E King,St. Thomas,,USA,18.337306,-64.973361
